N matrix d Alg RRGIter throughput
16 Sinkhorn_data-parallelism 12 Chord NA 0.7864713652788073
16 Sinkhorn_data-parallelism 14 RRG 10 0.5227981662150469
16 Sinkhorn_data-parallelism 14 Floor NA 0.94
16 Sinkhorn_data-parallelism 14 Rounding NA 0.94
16 Sinkhorn_data-parallelism 14 Alt_Rounding NA 0.94
16 Sinkhorn_data-parallelism 14 Circle NA 0.9999079655596624
16 Sinkhorn_data-parallelism 14 Chord NA 0.8169778231562257
16 hybrid-parallelism 4 RRG 10 0.5708663959021569
16 hybrid-parallelism 4 Floor NA 0.9
16 hybrid-parallelism 4 Rounding NA 0.74
16 hybrid-parallelism 4 Alt_Rounding NA 0.9
16 hybrid-parallelism 4 Circle NA 0.9155439554509459
16 hybrid-parallelism 4 Chord NA 0.5334201567552214
16 hybrid-parallelism 6 RRG 10 0.6369984689396534
16 hybrid-parallelism 6 Floor NA 0.99
16 hybrid-parallelism 6 Rounding NA 0.83
16 hybrid-parallelism 6 Alt_Rounding NA 0.99
16 hybrid-parallelism 6 Circle NA 0.9155439554509455
16 hybrid-parallelism 6 Chord NA 0.8227280454015219
16 hybrid-parallelism 8 RRG 10 0.6826638678407209
16 hybrid-parallelism 8 Floor NA 0.99
16 hybrid-parallelism 8 Rounding NA 0.92
16 hybrid-parallelism 8 Alt_Rounding NA 0.97
16 hybrid-parallelism 8 Circle NA 0.9155439554509459
16 hybrid-parallelism 8 Chord NA 0.9210842707817458
16 hybrid-parallelism 10 RRG 10 0.7114158633604053
16 hybrid-parallelism 10 Floor NA 0.99
16 hybrid-parallelism 10 Rounding NA 0.97
16 hybrid-parallelism 10 Alt_Rounding NA 0.99
16 hybrid-parallelism 10 Circle NA 0.9155439554509469
16 hybrid-parallelism 10 Chord NA 0.9488130818467776
16 hybrid-parallelism 12 RRG 10 0.7405682152157838
16 hybrid-parallelism 12 Floor NA 1.0
16 hybrid-parallelism 12 Rounding NA 0.98
16 hybrid-parallelism 12 Alt_Rounding NA 0.99
16 hybrid-parallelism 12 Circle NA 0.9155439554509455
16 hybrid-parallelism 12 Chord NA 0.9663836944735698
16 hybrid-parallelism 14 RRG 10 0.7625245186468133
16 hybrid-parallelism 14 Floor NA 1.0
16 hybrid-parallelism 14 Rounding NA 0.94
16 hybrid-parallelism 14 Alt_Rounding NA 0.99
16 hybrid-parallelism 14 Circle NA 0.9155439554509457
16 hybrid-parallelism 14 Chord NA 0.9789341320641355
16 Sinkhorn_hybrid-parallelism 4 RRG 10 0.3879578073061591
16 Sinkhorn_hybrid-parallelism 4 Floor NA 0.81
16 Sinkhorn_hybrid-parallelism 4 Rounding NA 0.81
16 Sinkhorn_hybrid-parallelism 4 Alt_Rounding NA 0.81
16 Sinkhorn_hybrid-parallelism 4 Circle NA 0.9769694329348966
16 Sinkhorn_hybrid-parallelism 4 Chord NA 0.3601053177849894
16 Sinkhorn_hybrid-parallelism 6 RRG 10 0.4345873748708316
16 Sinkhorn_hybrid-parallelism 6 Floor NA 0.87
16 Sinkhorn_hybrid-parallelism 6 Rounding NA 0.87
16 Sinkhorn_hybrid-parallelism 6 Alt_Rounding NA 0.87
16 Sinkhorn_hybrid-parallelism 6 Circle NA 0.9769694327391859
16 Sinkhorn_hybrid-parallelism 6 Chord NA 0.5740809413963599
16 Sinkhorn_hybrid-parallelism 8 RRG 10 0.4724048135247615
16 Sinkhorn_hybrid-parallelism 8 Floor NA 0.9
16 Sinkhorn_hybrid-parallelism 8 Rounding NA 0.9
16 Sinkhorn_hybrid-parallelism 8 Alt_Rounding NA 0.9
16 Sinkhorn_hybrid-parallelism 8 Circle NA 0.976969432995799
16 Sinkhorn_hybrid-parallelism 8 Chord NA 0.681068753202045
16 Sinkhorn_hybrid-parallelism 10 RRG 10 0.49481675407393205
16 Sinkhorn_hybrid-parallelism 10 Floor NA 0.92
16 Sinkhorn_hybrid-parallelism 10 Rounding NA 0.92
16 Sinkhorn_hybrid-parallelism 10 Alt_Rounding NA 0.92
16 Sinkhorn_hybrid-parallelism 10 Circle NA 0.9769694329957987
16 Sinkhorn_hybrid-parallelism 10 Chord NA 0.7452614402854563
16 Sinkhorn_hybrid-parallelism 12 RRG 10 0.511037772654831
16 Sinkhorn_hybrid-parallelism 12 Floor NA 0.9299999999999999
16 Sinkhorn_hybrid-parallelism 12 Rounding NA 0.9299999999999999
16 Sinkhorn_hybrid-parallelism 12 Alt_Rounding NA 0.9299999999999999
16 Sinkhorn_hybrid-parallelism 12 Circle NA 0.976969432748464
16 Sinkhorn_hybrid-parallelism 12 Chord NA 0.7880565650077305
16 Sinkhorn_hybrid-parallelism 14 RRG 10 0.5266468663641136
16 Sinkhorn_hybrid-parallelism 14 Floor NA 0.94
16 Sinkhorn_hybrid-parallelism 14 Rounding NA 0.94
16 Sinkhorn_hybrid-parallelism 14 Alt_Rounding NA 0.94
16 Sinkhorn_hybrid-parallelism 14 Circle NA 0.976969432748464
16 Sinkhorn_hybrid-parallelism 14 Chord NA 0.8186245112379261
16 heatmap1 4 RRG 10 0.5168446865639397
16 heatmap1 4 Floor NA 0.86
16 heatmap1 4 Rounding NA 0.74
16 heatmap1 4 Alt_Rounding NA 0.96
16 heatmap1 4 Circle NA 0.9255135900569483
16 heatmap1 4 Chord NA 0.48362388906201864
16 heatmap1 6 RRG 10 0.5870718911537709
16 heatmap1 6 Floor NA 0.97
16 heatmap1 6 Rounding NA 0.83
16 heatmap1 6 Alt_Rounding NA 0.96
16 heatmap1 6 Circle NA 0.9255135900569477
16 heatmap1 6 Chord NA 0.7511091848581167
16 heatmap1 8 RRG 10 0.6153216526957742
16 heatmap1 8 Floor NA 0.99
16 heatmap1 8 Rounding NA 0.87
16 heatmap1 8 Alt_Rounding NA 0.98
16 heatmap1 8 Circle NA 0.9255135900569482
16 heatmap1 8 Chord NA 0.8776014538880084
16 heatmap1 10 RRG 10 0.6453770062417148
16 heatmap1 10 Floor NA 1.0
16 heatmap1 10 Rounding NA 0.9
16 heatmap1 10 Alt_Rounding NA 0.99
16 heatmap1 10 Circle NA 0.9255135900569481
16 heatmap1 10 Chord NA 0.9391470161555188
16 heatmap1 12 RRG 10 0.6741381496117623
16 heatmap1 12 Floor NA 0.99
16 heatmap1 12 Rounding NA 0.91
16 heatmap1 12 Alt_Rounding NA 0.99
16 heatmap1 12 Circle NA 0.9255135900569479
16 heatmap1 12 Chord NA 0.968961207144583
16 heatmap1 14 RRG 10 0.6977701791611431
16 heatmap1 14 Floor NA 1.0
16 heatmap1 14 Rounding NA 0.95
16 heatmap1 14 Alt_Rounding NA 0.99
16 heatmap1 14 Circle NA 0.9255135900569481
16 heatmap1 14 Chord NA 0.9838226934778674
16 Sinkhorn_heatmap1 4 RRG 10 0.3823219168506019
16 Sinkhorn_heatmap1 4 Floor NA 0.81
16 Sinkhorn_heatmap1 4 Rounding NA 0.81
16 Sinkhorn_heatmap1 4 Alt_Rounding NA 0.81
16 Sinkhorn_heatmap1 4 Circle NA 0.9798314888921271
16 Sinkhorn_heatmap1 4 Chord NA 0.35995709063365655
16 Sinkhorn_heatmap1 6 RRG 10 0.4326643257499043
16 Sinkhorn_heatmap1 6 Floor NA 0.87
16 Sinkhorn_heatmap1 6 Rounding NA 0.87
16 Sinkhorn_heatmap1 6 Alt_Rounding NA 0.87
16 Sinkhorn_heatmap1 6 Circle NA 0.9798314888921272
16 Sinkhorn_heatmap1 6 Chord NA 0.5738446372420613
16 Sinkhorn_heatmap1 8 RRG 10 0.46459290834187106
16 Sinkhorn_heatmap1 8 Floor NA 0.9
16 Sinkhorn_heatmap1 8 Rounding NA 0.9
16 Sinkhorn_heatmap1 8 Alt_Rounding NA 0.9
16 Sinkhorn_heatmap1 8 Circle NA 0.9798314881061774
16 Sinkhorn_heatmap1 8 Chord NA 0.6807884105462636
16 Sinkhorn_heatmap1 10 RRG 10 0.49111036127100655
16 Sinkhorn_heatmap1 10 Floor NA 0.92
16 Sinkhorn_heatmap1 10 Rounding NA 0.92
16 Sinkhorn_heatmap1 10 Alt_Rounding NA 0.92
16 Sinkhorn_heatmap1 10 Circle NA 0.9798314834293231
16 Sinkhorn_heatmap1 10 Chord NA 0.744954674528785
16 Sinkhorn_heatmap1 12 RRG 10 0.5114726815866792
16 Sinkhorn_heatmap1 12 Floor NA 0.9299999999999999
16 Sinkhorn_heatmap1 12 Rounding NA 0.9299999999999999
16 Sinkhorn_heatmap1 12 Alt_Rounding NA 0.9299999999999999
16 Sinkhorn_heatmap1 12 Circle NA 0.9798314834293229
16 Sinkhorn_heatmap1 12 Chord NA 0.787732183850466
16 Sinkhorn_heatmap1 14 RRG 10 0.5267278528019886
16 Sinkhorn_heatmap1 14 Floor NA 0.94
16 Sinkhorn_heatmap1 14 Rounding NA 0.94
16 Sinkhorn_heatmap1 14 Alt_Rounding NA 0.94
16 Sinkhorn_heatmap1 14 Circle NA 0.9798314834293226
16 Sinkhorn_heatmap1 14 Chord NA 0.8182875476516667
16 heatmap2 4 RRG 10 0.4854831233148909
16 heatmap2 4 Floor NA 0.76
16 heatmap2 4 Rounding NA 0.71
16 heatmap2 4 Alt_Rounding NA 0.84
16 heatmap2 4 Circle NA 0.3353039748972374
16 heatmap2 4 Chord NA 0.4331666062353947
16 heatmap2 6 RRG 10 0.5435873095077892
16 heatmap2 6 Floor NA 0.9299999999999999
16 heatmap2 6 Rounding NA 0.83
16 heatmap2 6 Alt_Rounding NA 0.9299999999999999
16 heatmap2 6 Circle NA 0.3353039748972373
16 heatmap2 6 Chord NA 0.430054173214781
16 heatmap2 8 RRG 10 0.5749070235529741
16 heatmap2 8 Floor NA 0.96
16 heatmap2 8 Rounding NA 0.87
16 heatmap2 8 Alt_Rounding NA 0.97
16 heatmap2 8 Circle NA 0.3353039748972374
16 heatmap2 8 Chord NA 0.42516719397370395
16 heatmap2 10 RRG 10 0.6087328158421081
16 heatmap2 10 Floor NA 0.99
16 heatmap2 10 Rounding NA 0.89
16 heatmap2 10 Alt_Rounding NA 0.96
16 heatmap2 10 Circle NA 0.3353039748972373
16 heatmap2 10 Chord NA 0.42003492958137856
16 heatmap2 12 RRG 10 0.62974544861862
16 heatmap2 12 Floor NA 0.95
16 heatmap2 12 Rounding NA 0.92
16 heatmap2 12 Alt_Rounding NA 0.96
16 heatmap2 12 Circle NA 0.3353039748972373
16 heatmap2 12 Chord NA 0.41484931316679363
16 heatmap2 14 RRG 10 0.6461757541087394
16 heatmap2 14 Floor NA 1.0
16 heatmap2 14 Rounding NA 0.96
16 heatmap2 14 Alt_Rounding NA 0.96
16 heatmap2 14 Circle NA 0.33530397489723723
16 heatmap2 14 Chord NA 0.41114530144209016
16 Sinkhorn_heatmap2 4 RRG 10 0.3883273568325367
16 Sinkhorn_heatmap2 4 Floor NA 0.81
16 Sinkhorn_heatmap2 4 Rounding NA 0.81
16 Sinkhorn_heatmap2 4 Alt_Rounding NA 0.81
16 Sinkhorn_heatmap2 4 Circle NA 0.32746171783975664
16 Sinkhorn_heatmap2 4 Chord NA 0.3446601117434103
16 Sinkhorn_heatmap2 6 RRG 10 0.42816209114351633
16 Sinkhorn_heatmap2 6 Floor NA 0.87
16 Sinkhorn_heatmap2 6 Rounding NA 0.87
16 Sinkhorn_heatmap2 6 Alt_Rounding NA 0.87
16 Sinkhorn_heatmap2 6 Circle NA 0.32746171783975664
16 Sinkhorn_heatmap2 6 Chord NA 0.3411786964732748
16 Sinkhorn_heatmap2 8 RRG 10 0.4748688362654212
16 Sinkhorn_heatmap2 8 Floor NA 0.9
16 Sinkhorn_heatmap2 8 Rounding NA 0.9
16 Sinkhorn_heatmap2 8 Alt_Rounding NA 0.9
16 Sinkhorn_heatmap2 8 Circle NA 0.32746171783975664
16 Sinkhorn_heatmap2 8 Chord NA 0.33943798883820714
16 Sinkhorn_heatmap2 10 RRG 10 0.49044219289201046
16 Sinkhorn_heatmap2 10 Floor NA 0.85
16 Sinkhorn_heatmap2 10 Rounding NA 0.91
16 Sinkhorn_heatmap2 10 Alt_Rounding NA 0.91
16 Sinkhorn_heatmap2 10 Circle NA 0.3274617178397567
16 Sinkhorn_heatmap2 10 Chord NA 0.3383935642571665
16 Sinkhorn_heatmap2 12 RRG 10 0.5134115483145669
16 Sinkhorn_heatmap2 12 Floor NA 0.87
16 Sinkhorn_heatmap2 12 Rounding NA 0.92
16 Sinkhorn_heatmap2 12 Alt_Rounding NA 0.92
16 Sinkhorn_heatmap2 12 Circle NA 0.32746171783975664
16 Sinkhorn_heatmap2 12 Chord NA 0.33769728120313935
16 Sinkhorn_heatmap2 14 RRG 10 0.5258701223531744
16 Sinkhorn_heatmap2 14 Floor NA 0.88
16 Sinkhorn_heatmap2 14 Rounding NA 0.9299999999999999
16 Sinkhorn_heatmap2 14 Alt_Rounding NA 0.9299999999999999
16 Sinkhorn_heatmap2 14 Circle NA 0.32746171783975664
16 Sinkhorn_heatmap2 14 Chord NA 0.3371999361645486
16 heatmap3 4 RRG 10 0.5057146606018037
16 heatmap3 4 Floor NA 0.78
16 heatmap3 4 Rounding NA 0.74
16 heatmap3 4 Alt_Rounding NA 0.92
16 heatmap3 4 Circle NA 0.17019873341329933
16 heatmap3 4 Chord NA 0.39607433617513316
16 heatmap3 6 RRG 10 0.5546160250030272
16 heatmap3 6 Floor NA 0.92
16 heatmap3 6 Rounding NA 0.81
16 heatmap3 6 Alt_Rounding NA 0.94
16 heatmap3 6 Circle NA 0.17019873341329908
16 heatmap3 6 Chord NA 0.3248342104542731
16 heatmap3 8 RRG 10 0.5957655002932228
16 heatmap3 8 Floor NA 0.99
16 heatmap3 8 Rounding NA 0.87
16 heatmap3 8 Alt_Rounding NA 0.97
16 heatmap3 8 Circle NA 0.17019873341329933
16 heatmap3 8 Chord NA 0.288951361625022
16 heatmap3 10 RRG 10 0.6231752418346472
16 heatmap3 10 Floor NA 0.98
16 heatmap3 10 Rounding NA 0.89
16 heatmap3 10 Alt_Rounding NA 0.98
16 heatmap3 10 Circle NA 0.17019873341329922
16 heatmap3 10 Chord NA 0.26742165232747134
16 heatmap3 12 RRG 10 0.6449199566096006
16 heatmap3 12 Floor NA 1.0
16 heatmap3 12 Rounding NA 0.91
16 heatmap3 12 Alt_Rounding NA 1.0
16 heatmap3 12 Circle NA 0.17019873341329908
16 heatmap3 12 Chord NA 0.253068512795771
16 heatmap3 14 RRG 10 0.6666116112690197
16 heatmap3 14 Floor NA 0.99
16 heatmap3 14 Rounding NA 0.98
16 heatmap3 14 Alt_Rounding NA 1.0
16 heatmap3 14 Circle NA 0.1701987334132993
16 heatmap3 14 Chord NA 0.2428162702731278
16 Sinkhorn_heatmap3 4 RRG 10 0.3858307771621431
16 Sinkhorn_heatmap3 4 Floor NA 0.81
16 Sinkhorn_heatmap3 4 Rounding NA 0.81
16 Sinkhorn_heatmap3 4 Alt_Rounding NA 0.81
16 Sinkhorn_heatmap3 4 Circle NA 0.142803317491141
16 Sinkhorn_heatmap3 4 Chord NA 0.31283554734336544
16 Sinkhorn_heatmap3 6 RRG 10 0.4414046863157234
16 Sinkhorn_heatmap3 6 Floor NA 0.87
16 Sinkhorn_heatmap3 6 Rounding NA 0.87
16 Sinkhorn_heatmap3 6 Alt_Rounding NA 0.87
16 Sinkhorn_heatmap3 6 Circle NA 0.14280331749114103
16 Sinkhorn_heatmap3 6 Chord NA 0.25622721020504224
16 Sinkhorn_heatmap3 8 RRG 10 0.46529119455198814
16 Sinkhorn_heatmap3 8 Floor NA 0.9
16 Sinkhorn_heatmap3 8 Rounding NA 0.9
16 Sinkhorn_heatmap3 8 Alt_Rounding NA 0.9
16 Sinkhorn_heatmap3 8 Circle NA 0.142803317491141
16 Sinkhorn_heatmap3 8 Chord NA 0.22792304163588054
16 Sinkhorn_heatmap3 10 RRG 10 0.4937898508752186
16 Sinkhorn_heatmap3 10 Floor NA 0.92
16 Sinkhorn_heatmap3 10 Rounding NA 0.92
16 Sinkhorn_heatmap3 10 Alt_Rounding NA 0.92
16 Sinkhorn_heatmap3 10 Circle NA 0.14280331749114103
16 Sinkhorn_heatmap3 10 Chord NA 0.21094054049438354
16 Sinkhorn_heatmap3 12 RRG 10 0.5101936649412255
16 Sinkhorn_heatmap3 12 Floor NA 0.9299999999999999
16 Sinkhorn_heatmap3 12 Rounding NA 0.9299999999999999
16 Sinkhorn_heatmap3 12 Alt_Rounding NA 0.9299999999999999
16 Sinkhorn_heatmap3 12 Circle NA 0.14280331749114103
16 Sinkhorn_heatmap3 12 Chord NA 0.19961887306671885
16 Sinkhorn_heatmap3 14 RRG 10 0.5264717563847295
16 Sinkhorn_heatmap3 14 Floor NA 0.94
16 Sinkhorn_heatmap3 14 Rounding NA 0.94
16 Sinkhorn_heatmap3 14 Alt_Rounding NA 0.94
16 Sinkhorn_heatmap3 14 Circle NA 0.14280331749114103
16 Sinkhorn_heatmap3 14 Chord NA 0.19153196776124418
16 topoopt 4 RRG 10 0.931143540208101
16 topoopt 4 Floor NA 1.0
16 topoopt 4 Rounding NA 0.86
16 topoopt 4 Alt_Rounding NA 1.0
16 topoopt 4 Circle NA 0.5941645835979041
16 topoopt 4 Chord NA 0.9921807358244932
16 topoopt 6 RRG 10 0.9754132853109198
16 topoopt 6 Floor NA 1.0
16 topoopt 6 Rounding NA 0.97
16 topoopt 6 Alt_Rounding NA 0.99
16 topoopt 6 Circle NA 0.5941645835979043
16 topoopt 6 Chord NA 1.0
16 topoopt 8 RRG 10 0.981290267677506
16 topoopt 8 Floor NA 1.0
16 topoopt 8 Rounding NA 0.97
16 topoopt 8 Alt_Rounding NA 1.0
16 topoopt 8 Circle NA 0.5941645835979041
16 topoopt 8 Chord NA 1.0
16 topoopt 10 RRG 10 0.9915033582016834
16 topoopt 10 Floor NA 1.0
16 topoopt 10 Rounding NA 0.97
16 topoopt 10 Alt_Rounding NA 0.99
16 topoopt 10 Circle NA 0.5941645835979043
16 topoopt 10 Chord NA 0.9806770215272677
16 topoopt 12 RRG 10 1.0
16 topoopt 12 Floor NA 1.0
16 topoopt 12 Rounding NA 0.98
16 topoopt 12 Alt_Rounding NA 1.0
16 topoopt 12 Circle NA 0.5941645835979043
16 topoopt 12 Chord NA 0.9261949647757528
16 topoopt 14 RRG 10 1.0
16 topoopt 14 Floor NA 1.0
16 topoopt 14 Rounding NA 0.97
16 topoopt 14 Alt_Rounding NA 1.0
16 topoopt 14 Circle NA 0.5941645835979043
16 topoopt 14 Chord NA 0.8872792099532422
16 Sinkhorn_topoopt 4 RRG 10 0.4616939901014546
16 Sinkhorn_topoopt 4 Floor NA 0.47
16 Sinkhorn_topoopt 4 Rounding NA 0.77
16 Sinkhorn_topoopt 4 Alt_Rounding NA 0.79
16 Sinkhorn_topoopt 4 Circle NA 0.26550762109950876
16 Sinkhorn_topoopt 4 Chord NA 0.3499963849692209
16 Sinkhorn_topoopt 6 RRG 10 0.5397920295448551
16 Sinkhorn_topoopt 6 Floor NA 0.6799999999999999
16 Sinkhorn_topoopt 6 Rounding NA 0.72
16 Sinkhorn_topoopt 6 Alt_Rounding NA 0.73
16 Sinkhorn_topoopt 6 Circle NA 0.26550762109950965
16 Sinkhorn_topoopt 6 Chord NA 0.42663833675864116
16 Sinkhorn_topoopt 8 RRG 10 0.5610862093527788
16 Sinkhorn_topoopt 8 Floor NA 0.76
16 Sinkhorn_topoopt 8 Rounding NA 0.81
16 Sinkhorn_topoopt 8 Alt_Rounding NA 0.8
16 Sinkhorn_topoopt 8 Circle NA 0.26550762109950876
16 Sinkhorn_topoopt 8 Chord NA 0.42179017384092937
16 Sinkhorn_topoopt 10 RRG 10 0.5669367437858448
16 Sinkhorn_topoopt 10 Floor NA 0.79
16 Sinkhorn_topoopt 10 Rounding NA 0.8200000000000001
16 Sinkhorn_topoopt 10 Alt_Rounding NA 0.85
16 Sinkhorn_topoopt 10 Circle NA 0.2655076210995087
16 Sinkhorn_topoopt 10 Chord NA 0.3968455497029093
16 Sinkhorn_topoopt 12 RRG 10 0.5700228681533825
16 Sinkhorn_topoopt 12 Floor NA 0.83
16 Sinkhorn_topoopt 12 Rounding NA 0.86
16 Sinkhorn_topoopt 12 Alt_Rounding NA 0.86
16 Sinkhorn_topoopt 12 Circle NA 0.2655076210995088
16 Sinkhorn_topoopt 12 Chord NA 0.37554592980360063
16 Sinkhorn_topoopt 14 RRG 10 0.5687481107452388
16 Sinkhorn_topoopt 14 Floor NA 0.83
16 Sinkhorn_topoopt 14 Rounding NA 0.87
16 Sinkhorn_topoopt 14 Alt_Rounding NA 0.89
16 Sinkhorn_topoopt 14 Circle NA 0.26550762109950876
16 Sinkhorn_topoopt 14 Chord NA 0.36033191558980865
16 chessboard-16 4 RRG 10 0.48217724727963196
16 chessboard-16 4 Floor NA 0.5
16 chessboard-16 4 Rounding NA 0.5
16 chessboard-16 4 Alt_Rounding NA 0.47
16 chessboard-16 4 Circle NA 0.1250000000000001
16 chessboard-16 4 Chord NA 0.3775071633237823
16 chessboard-16 6 RRG 10 0.5998714197828109
16 chessboard-16 6 Floor NA 0.56
16 chessboard-16 6 Rounding NA 0.5800000000000001
16 chessboard-16 6 Alt_Rounding NA 0.61
16 chessboard-16 6 Circle NA 0.1249999999999999
16 chessboard-16 6 Chord NA 0.3541666666666667
16 chessboard-16 8 RRG 10 0.6544474729110403
16 chessboard-16 8 Floor NA 0.6599999999999999
16 chessboard-16 8 Rounding NA 0.6699999999999999
16 chessboard-16 8 Alt_Rounding NA 0.69
16 chessboard-16 8 Circle NA 0.1250000000000001
16 chessboard-16 8 Chord NA 0.296875
16 chessboard-16 10 RRG 10 0.7060898672569176
16 chessboard-16 10 Floor NA 0.73
16 chessboard-16 10 Rounding NA 0.8200000000000001
16 chessboard-16 10 Alt_Rounding NA 0.81
16 chessboard-16 10 Circle NA 0.12499999999999989
16 chessboard-16 10 Chord NA 0.2624999999999999
16 chessboard-16 12 RRG 10 0.7433512611527023
16 chessboard-16 12 Floor NA 0.74
16 chessboard-16 12 Rounding NA 0.8
16 chessboard-16 12 Alt_Rounding NA 0.84
16 chessboard-16 12 Circle NA 0.1249999999999999
16 chessboard-16 12 Chord NA 0.23958333333333318
16 chessboard-16 14 RRG 10 0.7737865472890212
16 chessboard-16 14 Floor NA 0.8200000000000001
16 chessboard-16 14 Rounding NA 0.83
16 chessboard-16 14 Alt_Rounding NA 0.83
16 chessboard-16 14 Circle NA 0.12499999999999983
16 chessboard-16 14 Chord NA 0.22321428571428567
16 uniform-16 4 RRG 10 0.5018942052998374
16 uniform-16 4 Floor NA 0.47
16 uniform-16 4 Rounding NA 0.49
16 uniform-16 4 Alt_Rounding NA 0.45999999999999996
16 uniform-16 4 Circle NA 0.12500000000000014
16 uniform-16 4 Chord NA 0.46874999999999994
16 uniform-16 6 RRG 10 0.6087407869943511
16 uniform-16 6 Floor NA 0.59
16 uniform-16 6 Rounding NA 0.59
16 uniform-16 6 Alt_Rounding NA 0.53
16 uniform-16 6 Circle NA 0.12500000000000028
16 uniform-16 6 Chord NA 0.35416666666666674
16 uniform-16 8 RRG 10 0.6718594376641605
16 uniform-16 8 Floor NA 0.6799999999999999
16 uniform-16 8 Rounding NA 0.63
16 uniform-16 8 Alt_Rounding NA 0.61
16 uniform-16 8 Circle NA 0.12500000000000014
16 uniform-16 8 Chord NA 0.29687500000000006
16 uniform-16 10 RRG 10 0.7494827586206897
16 uniform-16 10 Floor NA 0.74
16 uniform-16 10 Rounding NA 0.7
16 uniform-16 10 Alt_Rounding NA 0.69
16 uniform-16 10 Circle NA 0.12499999999999997
16 uniform-16 10 Chord NA 0.26250000000000007
16 uniform-16 12 RRG 10 0.8296568627450979
16 uniform-16 12 Floor NA 0.83
16 uniform-16 12 Rounding NA 0.76
16 uniform-16 12 Alt_Rounding NA 0.75
16 uniform-16 12 Circle NA 0.12500000000000028
16 uniform-16 12 Chord NA 0.23958333333333337
16 uniform-16 14 RRG 10 0.9374999999999998
16 uniform-16 14 Floor NA 0.9299999999999999
16 uniform-16 14 Rounding NA 0.8
16 uniform-16 14 Alt_Rounding NA 0.81
16 uniform-16 14 Circle NA 0.1249999999999999
16 uniform-16 14 Chord NA 0.22321428571428584
16 permutation-16 4 RRG 10 0.39078753191382837
16 permutation-16 4 Floor NA 1.0
16 permutation-16 4 Rounding NA 1.0
16 permutation-16 4 Alt_Rounding NA 1.0
16 permutation-16 4 Circle NA 0.125
16 permutation-16 4 Chord NA 0.46875
16 permutation-16 6 RRG 10 0.434653311251891
16 permutation-16 6 Floor NA 1.0
16 permutation-16 6 Rounding NA 1.0
16 permutation-16 6 Alt_Rounding NA 1.0
16 permutation-16 6 Circle NA 0.125
16 permutation-16 6 Chord NA 0.35416666666666663
16 permutation-16 8 RRG 10 0.4521228264612002
16 permutation-16 8 Floor NA 1.0
16 permutation-16 8 Rounding NA 1.0
16 permutation-16 8 Alt_Rounding NA 1.0
16 permutation-16 8 Circle NA 0.125
16 permutation-16 8 Chord NA 0.296875
16 permutation-16 10 RRG 10 0.4871875
16 permutation-16 10 Floor NA 1.0
16 permutation-16 10 Rounding NA 1.0
16 permutation-16 10 Alt_Rounding NA 1.0
16 permutation-16 10 Circle NA 0.125
16 permutation-16 10 Chord NA 0.2625
16 permutation-16 12 RRG 10 0.4953125
16 permutation-16 12 Floor NA 1.0
16 permutation-16 12 Rounding NA 1.0
16 permutation-16 12 Alt_Rounding NA 1.0
16 permutation-16 12 Circle NA 0.125
16 permutation-16 12 Chord NA 0.23958333333333334
16 permutation-16 14 RRG 10 0.5171875
16 permutation-16 14 Floor NA 1.0
16 permutation-16 14 Rounding NA 1.0
16 permutation-16 14 Alt_Rounding NA 1.0
16 permutation-16 14 Circle NA 0.125
16 permutation-16 14 Chord NA 0.22321428571428573
16 random-skewed-16 4 RRG 10 0.4518416378238365
16 random-skewed-16 4 Floor NA 0.52
16 random-skewed-16 4 Rounding NA 0.61
16 random-skewed-16 4 Alt_Rounding NA 0.63
16 random-skewed-16 4 Circle NA 0.1327766203729376
16 random-skewed-16 4 Chord NA 0.4326452710564688
16 random-skewed-16 6 RRG 10 0.5190722048150749
16 random-skewed-16 6 Floor NA 0.6699999999999999
16 random-skewed-16 6 Rounding NA 0.72
16 random-skewed-16 6 Alt_Rounding NA 0.73
16 random-skewed-16 6 Circle NA 0.13277662037293755
16 random-skewed-16 6 Chord NA 0.37620042438997503
16 random-skewed-16 8 RRG 10 0.559030202453498
16 random-skewed-16 8 Floor NA 0.71
16 random-skewed-16 8 Rounding NA 0.8
16 random-skewed-16 8 Alt_Rounding NA 0.79
16 random-skewed-16 8 Circle NA 0.13277662037292962
16 random-skewed-16 8 Chord NA 0.31534447338571436
16 random-skewed-16 10 RRG 10 0.5927990845183582
16 random-skewed-16 10 Floor NA 0.76
16 random-skewed-16 10 Rounding NA 0.83
16 random-skewed-16 10 Alt_Rounding NA 0.83
16 random-skewed-16 10 Circle NA 0.13277662037293234
16 random-skewed-16 10 Chord NA 0.27883090278315015
16 random-skewed-16 12 RRG 10 0.612740541188236
16 random-skewed-16 12 Floor NA 0.78
16 random-skewed-16 12 Rounding NA 0.86
16 random-skewed-16 12 Alt_Rounding NA 0.85
16 random-skewed-16 12 Circle NA 0.13277662037293214
16 random-skewed-16 12 Chord NA 0.25448852238144254
16 random-skewed-16 14 RRG 10 0.6275905432715149
16 random-skewed-16 14 Floor NA 0.83
16 random-skewed-16 14 Rounding NA 0.87
16 random-skewed-16 14 Alt_Rounding NA 0.87
16 random-skewed-16 14 Circle NA 0.13277662037293234
16 random-skewed-16 14 Chord NA 0.2371011078088033
16 skew-16-0.1 4 RRG 10 0.4884155013893537
16 skew-16-0.1 4 Floor NA 0.49
16 skew-16-0.1 4 Rounding NA 0.47
16 skew-16-0.1 4 Alt_Rounding NA 0.49
