mygrep n d matrix alg k throughputSH throughputMH
mygrep 128 4 skew-128-0.1 vermilion 3 0.680912990196078 1
mygrep 128 4 skew-128-0.1 vermilion 4 0.7660271139705879 1
mygrep 128 4 skew-128-0.1 vermilion 5 0.8025045955882348 1
mygrep 128 4 skew-128-0.1 vermilion 6 0.8389820772058819 1
mygrep 128 4 skew-128-0.2 vermilion 2 0.511241650763361 1
mygrep 128 4 skew-128-0.2 vermilion 3 0.6690322837150156 1
mygrep 128 4 skew-128-0.2 vermilion 4 0.7573950381679423 1
mygrep 128 4 skew-128-0.2 vermilion 5 0.802838740458019 1
mygrep 128 4 skew-128-0.2 vermilion 6 0.8394461673028025 1
mygrep 128 4 skew-128-0.3 vermilion 2 0.5114368556701048 1
mygrep 128 4 skew-128-0.3 vermilion 3 0.6733918599656379 1
mygrep 128 4 skew-128-0.3 vermilion 4 0.7543693621134044 1
mygrep 128 4 skew-128-0.3 vermilion 5 0.8029558634020645 1
mygrep 128 4 skew-128-0.3 vermilion 6 0.835346864261171 1
mygrep 128 4 skew-128-0.4 vermilion 2 0.50188472762646 1
mygrep 128 4 skew-128-0.4 vermilion 3 0.6691796368352799 1
mygrep 128 4 skew-128-0.4 vermilion 4 0.75282709143969 1
mygrep 128 4 skew-128-0.4 vermilion 5 0.803015564202336 1
mygrep 128 4 skew-128-0.4 vermilion 6 0.8364745460440999 1
mygrep 128 4 skew-128-0.5 vermilion 2 0.50384521484375 1
mygrep 128 4 skew-128-0.5 vermilion 3 0.6717936197916666 1
mygrep 128 4 skew-128-0.5 vermilion 4 0.75189208984375 1
mygrep 128 4 skew-128-0.5 vermilion 5 0.8030517578125 1
mygrep 128 4 skew-128-0.5 vermilion 6 0.8345743815104166 1
mygrep 128 4 skew-128-0.6 vermilion 2 0.5051607375979118 1
mygrep 128 4 skew-128-0.6 vermilion 3 0.6692300369886865 1
mygrep 128 4 skew-128-0.6 vermilion 4 0.751264686684074 1
mygrep 128 4 skew-128-0.6 vermilion 5 0.8004854765013065 1
mygrep 128 4 skew-128-0.6 vermilion 6 0.8354581429503927 1
mygrep 128 4 skew-128-0.7 vermilion 2 0.5005430213004487 1
mygrep 128 4 skew-128-0.7 vermilion 3 0.667390695067265 1
mygrep 128 4 skew-128-0.7 vermilion 4 0.750814531950673 1
mygrep 128 4 skew-128-0.7 vermilion 5 0.800868834080718 1
mygrep 128 4 skew-128-0.7 vermilion 6 0.8342383688340812 1
mygrep 128 4 skew-128-0.8 vermilion 2 0.5019416134577629 1
mygrep 128 4 skew-128-0.8 vermilion 3 0.6692554846103504 1
mygrep 128 4 skew-128-0.8 vermilion 4 0.7504758104125775 1
mygrep 128 4 skew-128-0.8 vermilion 5 0.8011572937131672 1
mygrep 128 4 skew-128-0.8 vermilion 6 0.8349449492468936 1
mygrep 128 4 skew-128-0.9 vermilion 2 0.5030321241258754 1
mygrep 128 4 skew-128-0.9 vermilion 3 0.6678185096153864 1
mygrep 128 4 skew-128-0.9 vermilion 4 0.7502117023601418 1
mygrep 128 4 skew-128-0.9 vermilion 5 0.8013822115384637 1
mygrep 128 4 skew-128-0.9 vermilion 6 0.8340503897144542 1
mygrep 256 4 chessboard-256 vermilion 2 0.6653645833333335 1
mygrep 256 4 chessboard-256 vermilion 3 0.8871527777777779 1
mygrep 256 4 chessboard-256 vermilion 4 0.8317057291666669 1
mygrep 256 4 chessboard-256 vermilion 5 0.9315104166666669 1
mygrep 256 4 chessboard-256 vermilion 6 0.8871527777777779 1
mygrep 256 4 uniform-256 vermilion 2 0.99609375 1
mygrep 256 4 uniform-256 vermilion 3 0.99609375 1
mygrep 256 4 uniform-256 vermilion 4 0.99609375 1
mygrep 256 4 uniform-256 vermilion 5 0.99609375 1
mygrep 256 4 uniform-256 vermilion 6 0.99609375 1
mygrep 256 4 permutation-256 vermilion 2 0.501953125 1
mygrep 256 4 permutation-256 vermilion 3 0.66796875 1
mygrep 256 4 permutation-256 vermilion 4 0.7509765625 1
mygrep 256 4 permutation-256 vermilion 5 0.80078125 1
mygrep 256 4 permutation-256 vermilion 6 0.833984375 1
mygrep 256 4 skew-256-0.1 vermilion 2 0.509366122159092 1
mygrep 256 4 skew-256-0.1 vermilion 3 0.679154829545456 1
mygrep 256 4 skew-256-0.1 vermilion 4 0.754616477272729 1
mygrep 256 4 skew-256-0.1 vermilion 5 0.8074396306818201 1
mygrep 256 4 skew-256-0.1 vermilion 6 0.8363665956439412 1
mygrep 256 4 skew-256-0.2 vermilion 2 0.5095846404440181 1
mygrep 256 4 skew-256-0.2 vermilion 3 0.673036317567571 1
mygrep 256 4 skew-256-0.2 vermilion 4 0.7547621561293475 1
mygrep 256 4 skew-256-0.2 vermilion 5 0.8037976592664134 1
mygrep 256 4 skew-256-0.2 vermilion 6 0.836487994691124 1
mygrep 256 4 skew-256-0.3 vermilion 2 0.5032079825129534 1
mygrep 256 4 skew-256-0.3 vermilion 3 0.6709439766839378 1
mygrep 256 4 skew-256-0.3 vermilion 4 0.7515862815738342 1
mygrep 256 4 skew-256-0.3 vermilion 5 0.8025522182642487 1
mygrep 256 4 skew-256-0.3 vermilion 6 0.8343790479274611 1
mygrep 256 4 skew-256-0.4 vermilion 2 0.5048428362573105 1
mygrep 256 4 skew-256-0.4 vermilion 3 0.6698876096491235 1
mygrep 256 4 skew-256-0.4 vermilion 4 0.7524099963450301 1
mygrep 256 4 skew-256-0.4 vermilion 5 0.8019234283625741 1
mygrep 256 4 skew-256-0.4 vermilion 6 0.8349323830409366 1
mygrep 256 4 skew-256-0.5 vermilion 2 0.5019378662109375 1
mygrep 256 4 skew-256-0.5 vermilion 3 0.66925048828125 1
mygrep 256 4 skew-256-0.5 vermilion 4 0.7509613037109375 1
mygrep 256 4 skew-256-0.5 vermilion 5 0.801544189453125 1
mygrep 256 4 skew-256-0.5 vermilion 6 0.8339691162109374 1
mygrep 256 4 skew-256-0.6 vermilion 2 0.5032416272816188 1
mygrep 256 4 skew-256-0.6 vermilion 3 0.6688243562581515 1
mygrep 256 4 skew-256-0.6 vermilion 4 0.7516157207464178 1
mygrep 256 4 skew-256-0.6 vermilion 5 0.8012905394393777 1
mygrep 256 4 skew-256-0.6 vermilion 6 0.8344070852346841 1
mygrep 256 4 skew-256-0.7 vermilion 2 0.5013894714765152 1
mygrep 256 4 skew-256-0.7 vermilion 3 0.6685192953020203 1
mygrep 256 4 skew-256-0.7 vermilion 4 0.7506914586828937 1
mygrep 256 4 skew-256-0.7 vermilion 5 0.8011089555369211 1
mygrep 256 4 skew-256-0.7 vermilion 6 0.8337921210850198 1
mygrep 256 4 skew-256-0.8 vermilion 2 0.5024371021057789 1
mygrep 256 4 skew-256-0.8 vermilion 3 0.6682901261018612 1
mygrep 256 4 skew-256-0.8 vermilion 4 0.7512166380999024 1
mygrep 256 4 skew-256-0.8 vermilion 5 0.8009725452987272 1
mygrep 256 4 skew-256-0.8 vermilion 6 0.8341431500979436 1
mygrep 256 4 skew-256-0.9 vermilion 2 0.5010837461890245 1
mygrep 256 4 skew-256-0.9 vermilion 3 0.6681116615853661 1
mygrep 256 4 skew-256-0.9 vermilion 4 0.7505410224303137 1
mygrep 256 4 skew-256-0.9 vermilion 5 0.800866316419861 1
mygrep 256 4 skew-256-0.9 vermilion 6 0.8336934478440768 1
