chessboard-16 vermThroughput 1 16 4 2 add 0.7336165048543691
chessboard-16 randThroughput 1 16 4 2 add 0.7369069735679281
chessboard-16 vermThroughput 2 16 4 2 add 0.7395368303571428
chessboard-16 randThroughput 2 16 4 2 add 0.7406310364281832
chessboard-16 vermThroughput 3 16 4 2 add 0.7432894465360944
chessboard-16 randThroughput 3 16 4 2 add 0.7345999341718285
chessboard-16 vermThroughput 4 16 4 2 add 0.7360605460680346
chessboard-16 randThroughput 4 16 4 2 add 0.7252291997311533
chessboard-16 vermThroughput 5 16 4 2 add 0.7202980232262978
chessboard-16 randThroughput 5 16 4 2 add 0.7302622425618214
chessboard-16 vermThroughput 6 16 4 2 add 0.7102329356324506
chessboard-16 randThroughput 6 16 4 2 add 0.729052847067526
chessboard-16 vermThroughput 7 16 4 2 add 0.7042182885376228
chessboard-16 randThroughput 7 16 4 2 add 0.7339468290464792
chessboard-16 vermThroughput 8 16 4 2 add 0.6975810669456067
chessboard-16 randThroughput 8 16 4 2 add 0.7217212991131936
chessboard-16 vermThroughput 9 16 4 2 add 0.6960599919070665
